taxon_name,int_midpoint,sub,size,taxon_name,is_extant,firstapp_max_ma,firstapp_min_ma,lastapp_max_ma,lastapp_min_ma,early_interval,late_interval,
Fusirhynchia,136.35,art,21.83,Fusirhynchia,extinct,152.1,145,139.8,132.9,Tithonian,Valanginian,
Fusispirifer,257.05,art,104.81,Fusispirifer,extinct,298.9,295.5,254.17,252.17,Permian,,
Gacella,455.7,art,16.83555556,Gacella,extinct,471.8,457.5,427.4,423,Floian,Ludlow,
Gacina,338.8,art,19.05,Gacina,extinct,358.9,346.7,358.9,346.7,Tournaisian,,
Gagriella,127.2,art,19.23,Gagriella,extant,,,,,,,
Galateastrophia,385.2,art,11.48333333,Galateastrophia,extinct,,,,,,,
Galeatathyris,338.8,art,61.08,Galeatathyris,extinct,,,,,,,
Galeatella,365.55,art,23.64,Galeatella,extinct,372.2,358.9,372.2,358.9,Famennian,,
Galeatellina,449.1,art,18.06,Galeatellina,extinct,,,,,,,
Galliennithyris,148.55,art,36.73,Galliennithyris,extinct,163.5,157.3,150.8,145,Late Jurassic,,
Gamphalosia,377.45,art,16.02,Gamphalosia,extinct,383.7,382.4,379.5,372.2,Givetian,Frasnian,
Gasconsia,424.3,inart,74.7,Gasconsia,extinct,427.4,425.6,427.4,425.6,Gorstian,,
Gastrodetoechia,365.55,art,38.75,Gastrodetoechia,extinct,382.7,364.7,370.6,358.9,Late Devonian,,
Gatia,284.7,art,13.14,Gatia,extinct,290.1,279.3,290.1,279.3,Artinskian,,
Gefonia,253.2,art,12.98666667,Gefonia,extinct,298.9,295.5,254.17,252.17,Permian,,
Gelidorthina,424.3,art,12.05666667,Gelidorthina,extinct,440.8,438.5,433.4,427.4,Aeronian,Wenlock,
Gelidorthis,449.1,art,11.57586207,Gelidorthis,extinct,463.5,460.9,445.2,443.4,Darriwilian,Late Ordovician,minor ribbing
Gemerithyris,231.5,art,12.82,Gemerithyris,extinct,235,232,221.5,215.56,Carnian,Norian,
Gemmellaroia,284.7,art,20.385,Gemmellaroia,extinct,268.8,265.1,265.1,259.9,Wordian,Capitanian,
Geniculifera,338.8,art,13.42,Geniculifera,extinct,358.9,353.8,336,326.4,Tournaisian,Mississippian,
Geniculigypa,385.2,art,15.32666667,Geniculigypa,extinct,,,,,,,
Geniculina,449.1,art,30.29333333,Geniculina,extinct,460.9,452,449.5,443.7,Darriwilian,Late Ordovician,
Georgethyris,338.8,art,29.73,Georgethyris,extinct,,,,,,,
Geranocephalus,385.2,art,11.58333333,Geranocephalus,extinct,393.3,382.7,387.7,382.7,Middle Devonian,,
Gerkispira,352.8,art,18.56,Gerkispira,extinct,,,,,,,
Gerothyris,390.5,art,25.62,Gerothyris,extinct,,,,,,,
Gerrhynx,409.2,art,8.35,Gerrhynx,extinct,,,,,,,
Gibberosatrypa,377.45,art,23.335,Gibberosatrypa,extinct,379.5,376.1,379.5,376.1,Frasnian,,
Gibberostrophia,415,art,27.78666667,Gibberostrophia,extinct,,,,,,,
Gibbirhynchia,167.2,art,12.58666667,Gibbirhynchia,extinct,201.3,190.8,168.3,166.1,Early Jurassic,Bathonian,
Gibbithyris,84.95,art,29.72222222,Gibbithyris,extinct,100.5,93.9,93.5,89.3,Cenomanian,Coniacian,
Gibbochonetes,338.8,art,15.975,Gibbochonetes,extinct,345.3,342.8,345.3,342.8,Visean,,
Gibbospirifer,301.3,art,29.71,Gibbospirifer,extinct,,,,,,,
Gigantoproductus,327.05,art,186.55,Gigantoproductus,extinct,346.7,339.4,326.4,318.1,Visean,Bashkirian,
Gigantothyris,167.2,art,54.89,Gigantothyris,extinct,175.6,171.6,171.6,167.7,Toarcian,Bathonian,
Gilledia,262.5,art,46.62,Gilledia,extinct,298.9,295.5,259.9,254.17,Cisuralian,Wuchiapingian,
Giraldibella,428.95,inart,14.29,Giraldibella,extinct,445.6,443.7,430.5,427.4,Katian,Wenlock,
Giraldiella,435.95,art,15.8,Giraldiella,extinct,458.4,453,440.8,433.4,Late Ordovician,Llandovery,minor ribbing
Girlasia,262.5,art,12.83333333,Girlasia,extinct,268.8,265.1,265.1,259.9,Wordian,Capitanian,
Girtyella,327.05,art,13.32,Girtyella,extinct,382.4,379.5,254.17,252.17,Late Devonian,Permian,
Gisilina,69.05,art,6.706666667,Gisilina,extinct,99.6,93.5,70.6,66,Late Cretaceous,Maastrichtian,
Gissarina,421.1,art,14.615,Gissarina,extinct,,,,,,,
Gjelispinifera,305.35,art,26.37,Gjelispinifera,extinct,303.7,298.9,254.17,252.17,Gzhelian,Permian,
Glabrichonetina,257.05,art,4.346666667,Glabrichonetina,extinct,254.17,252.17,254.17,252.17,Changhsingian,,
Gladiostrophia,400.45,art,36.52,Gladiostrophia,extinct,433.4,430.5,407.6,393.3,Wenlock,Early Devonian,
Glaphyrorthis,511.5,art,4.4775,Glaphyrorthis,extinct,513,501,513,501,Stage 4,Drumian,
Glassia,421.1,art,8.663333333,Glassia,extinct,443.4,440.8,387.7,382.7,Silurian,Middle Devonian,
Glassina,424.3,art,6.07,Glassina,extinct,433.4,430.5,423,419.2,Wenlock,Pridoli,
Glazewskia,6.29,art,5.07,Glazewskia,extinct,,,,,,,
Glendonia,262.5,art,49.15,Glendonia,extinct,295.5,290.1,259.9,254.17,Sakmarian,Wuchiapingian,
Globiella,262.5,art,26.97,Globiella,extinct,346.7,330.9,259.9,252.17,Visean,Permian,
Globirhynchia,167.2,art,21.38,Globirhynchia,extinct,180.1,175.6,168.3,163.5,Toarcian,Middle Jurassic,
Globispirifer,352.8,art,46.59,Globispirifer,extinct,,,,,,,
Globithyris,377.45,art,12.16,Globithyris,extinct,419.2,402.5,393.3,382.7,Early Devonian,Middle Devonian,
Globosochonetes,311.1,art,4.810666667,Globosochonetes,extinct,382.7,372.2,318.1,306.95,Late Devonian,Kasimovian,
Globosoproductus,338.8,art,115.6533333,Globosoproductus,extinct,345,339.4,345,339.4,Visean,,
Globulirhynchia,377.45,art,17.55,Globulirhynchia,extinct,383.7,382.4,379.5,372.2,Givetian,Frasnian,
Glossella,455.7,inart,10.98333333,Glossella,extinct,478.6,471.8,449.5,445.6,Early Ordovician,Katian,
Glosseudesia,127.2,art,31.01,Glosseudesia,extinct,132.9,129.4,129.4,125,Hauterivian,Barremian,
Glosshypothyridina,390.5,art,21.86,Glosshypothyridina,extinct,387.7,382.7,387.7,382.7,Givetian,,
Glossinotoechia,390.5,art,17.165,Glossinotoechia,extinct,423,407.6,407.6,391.9,Pridoli,Eifelian,
Glossinulina,400.45,art,15.935,Glossinulina,extinct,402.5,391.9,402.5,391.9,Emsian,Eifelian,
Glossinulus,390.5,art,14.42,Glossinulus,extinct,419.2,410.8,402.5,387.7,Early Devonian,Eifelian,
Glossoleptaena,409.2,art,11.68846154,Glossoleptaena,extinct,458.4,453,419.2,391.9,Late Ordovician,Eifelian,
Glossorthis,455.7,art,23.13333333,Glossorthis,extinct,477.7,470,457.5,449.5,Floian,Katian,
Glossothyropsis,257.05,art,12.53666667,Glossothyropsis,extinct,295.5,290.1,259.9,254.17,Sakmarian,Wuchiapingian,
Glottidia,0.01,inart,23.26111111,Glottidia,extant,247.2,242,0.126,0.0117,Middle Triassic,Pleistocene,
Glyphisaria,154.7,art,39.47,Glyphisaria,extinct,166.1,163.5,163.5,157.3,Callovian,Oxfordian,
Glyptambonites,455.7,art,19.36,Glyptambonites,extinct,466,460.9,453,445.2,Darriwilian,Katian,
Glyptias,535,inart,5.236206897,Glyptias,extinct,,,,,,,
Glyptoglossella,455.7,inart,18.81764706,Glyptoglossella,extinct,460.9,455.8,457.5,449.5,Darriwilian,Katian,
Glyptogypa,390.5,art,29.18,Glyptogypa,extinct,393.3,382.7,393.3,382.7,Middle Devonian,,
Glyptomena,449.1,art,15.06,Glyptomena,extinct,478.6,466,445.2,443.4,Ordovician,Late Ordovician,minor ribbing
Glyptomenoides,455.7,inart,13.65333333,Glyptomenoides,extinct,460.9,457.5,453,445.2,Darriwilian,Katian,
Glyptoria,517.5,art,11.52,Glyptoria,extinct,516,513,513,501,Series 2,Drumian,major ribbing
Glyptorthis,428.95,art,24.99,Glyptorthis,extinct,478.6,466,428.2,426.2,Ordovician,Gorstian,
Glyptosteges,284.7,art,22.57,Glyptosteges,extinct,290.1,279.3,254.17,252.17,Artinskian,Lopingian,
Glyptotrophia,481.55,art,13.05333333,Glyptotrophia,extinct,488.3,477.7,485.4,471.8,Stage 10,Early Ordovician,
Gnamptorhynchos,435.95,art,17.215,Gnamptorhynchos,extinct,452,449.5,440.8,438.5,Katian,Aeronian,
Gnathorhynchia,164.8,art,12.55,Gnathorhynchia,extinct,171.6,168.3,166.1,163.5,Middle Jurassic,Callovian,
Goleomixa,275.8,art,16.37,Goleomixa,extinct,279.3,272.3,254.17,252.17,Kungurian,Lopingian,
Goliathyris,164.8,art,63.12,Goliathyris,extinct,164.7,161.2,164.7,161.2,Callovian,Oxfordian,
Gonambonites,468.65,art,26.57,Gonambonites,extinct,471.8,468.1,460.9,449.5,Floian,Katian,
Gonathyris,409.2,art,7.1,Gonathyris,extinct,,,,,,,
Gondolina,327.05,art,110.3466667,Gondolina,extinct,330.9,323.2,330.9,323.2,Serpukhovian,,
Goniophoria,257.05,art,32.04,Goniophoria,extinct,382.7,372.2,298.9,295.5,Late Devonian,Asselian,
Goniorhynchia,167.2,art,24.87,Goniorhynchia,extinct,167.7,164.7,164.7,161.2,Bathonian,Oxfordian,
Goniothyris,169.3,art,33.54,Goniothyris,extinct,237,228,164.7,155.7,Late Triassic,Kimmeridgian,
Goniotrema,468.65,art,22.18,Goniotrema,extinct,471.8,457.5,471.8,457.5,Floian,Sandbian,
Gorgostrophia,400.45,art,17.08571429,Gorgostrophia,extinct,419.2,410.8,409.1,402.5,Lochkovian,Early Devonian,
Gotatrypa,421.1,art,19.93,Gotatrypa,extinct,443.4,438.5,427.4,425.6,Llandovery,Gorstian,
Gracianella,415,art,4.254,Gracianella,extinct,443.4,438.5,423,391.9,Silurian,Eifelian,
Gracilotoechia,409.2,art,13.585,Gracilotoechia,extinct,419.2,410.8,419.2,410.8,Lochkovian,,
Grammoplecia,449.1,art,18.51,Grammoplecia,extinct,466,449.5,453,445.2,Darriwilian,Katian,
Grammorhynchus,338.8,art,15.32,Grammorhynchus,extinct,,,,,,,
Grandaurispina,262.5,art,27.07333333,Grandaurispina,extinct,279.3,272.3,259.9,254.17,Kungurian,Wuchiapingian,
Grandiproductella,365.55,art,38.73,Grandiproductella,extinct,,,,,,,
Grandirhynchia,186.75,art,38.89,Grandirhynchia,extinct,201.3,190.8,189.6,174.1,Early Jurassic,,
Grandispirifer,319.2,art,93.97,Grandispirifer,extinct,346.7,339.4,345,330.9,Visean,,
Granulirhynchia,169.3,art,20.78,Granulirhynchia,extinct,175.6,171.6,174.1,170.3,Toarcian,Aalenian,
Grasirhynchia,96.9,art,13.94,Grasirhynchia,extinct,112.03,109,93.5,89.3,Albian,Coniacian,
Greenfieldia,415,art,15.98,Greenfieldia,extinct,430.5,425.6,430.5,425.6,Homerian,Gorstian,minor folds
Greira,365.55,inart,15.96,Greira,extinct,376.1,370.6,376.1,370.6,Frasnian,Famennian,
Grorudia,455.7,art,10.6875,Grorudia,extinct,468.1,460.9,457.5,449.5,Middle Ordovician,Katian,
Gruenewaldtia,385.2,art,33.165,Gruenewaldtia,extinct,393.3,387.7,393.3,387.7,Eifelian,,
Gruntallina,253.2,art,37.41,Gruntallina,extinct,254.17,252.17,254.17,252.17,Changhsingian,,
Gruntia,284.7,art,12.79,Gruntia,extinct,313.8,305.9,290.1,279.3,Moscovian,Artinskian,
Gryphus,0.01,art,40.48,Gryphus,extant,66,61.6,0.126,0.0117,Paleogene,Pleistocene,
Guadalupelosia,266.95,art,29.14,Guadalupelosia,extinct,272.3,268.8,272.3,268.8,Roadian,,
Guangshunia,385.2,art,17.09,Guangshunia,extinct,,,,,,,
Guangxiispirifer,385.2,art,51.25,Guangxiispirifer,extinct,,,,,,,
Guaxa,409.2,art,16.23,Guaxa,extinct,,,,,,,
Guicyrtia,390.5,art,12.67,Guicyrtia,extinct,,,,,,,
Guilinospirifer,352.8,art,25.67,Guilinospirifer,extinct,364.7,360.7,358.9,346.7,Famennian,Tournaisian,
Guistrophia,400.45,art,13.71666667,Guistrophia,extinct,,,,,,,
Gundarolasmina,270.55,art,23.58,Gundarolasmina,extinct,279.3,272.3,254.17,252.17,Kungurian,Lopingian,
Gunnarella,449.1,art,29.78,Gunnarella,extinct,460.9,455.8,438.5,433.4,Darriwilian,Llandovery,minor ribbing
Gunningblandella,455.7,art,13.04,Gunningblandella,extinct,457.5,455.8,453,445.2,Sandbian,Katian,
Gusarella,148.55,art,38.44,Gusarella,extinct,164.7,161.2,164.7,161.2,Callovian,Oxfordian,
Guttasella,468.65,art,34.61333333,Guttasella,extinct,467.3,458.4,467.3,458.4,Darriwilian,,
Gwynia,0.01,art,0.6558,Gwynia,extant,,,,,,,
Gwyniella,63.8,art,3.54,Gwyniella,extinct,66,61.6,66,61.6,Danian,,
Gypidula,377.45,art,23.05,Gypidula,extinct,443.4,433.4,379.5,358.9,Silurian,Devonian,minor folds
Gypidulella,390.5,art,25.48,Gypidulella,extinct,407.6,393.3,407.6,393.3,Emsian,,
Gypidulina,377.45,art,41.26,Gypidulina,extinct,438.5,433.4,382.7,372.2,Telychian,Frasnian,
Gypiduloides,377.45,art,7.228888889,Gypiduloides,extinct,379.5,376.1,379.5,376.1,Frasnian,,
Gypospirifer,284.7,art,85.22,Gypospirifer,extinct,323.2,315.2,265.1,259.9,Pennsylvanian,Guadalupian,
Gyrosoria,69.05,art,9.216666667,Gyrosoria,extinct,93.9,89.8,70.6,66,Turonian,Maastrichtian,
Gyrothyris,0.01,art,30.65,Gyrothyris,extant,,,,,,,
Habrobrochus,154.7,art,24.99,Habrobrochus,extinct,166.1,163.5,163.5,157.3,Callovian,Oxfordian,
Hadrorhynchia,385.2,art,32.31,Hadrorhynchia,extinct,402.5,391.9,387.7,372.2,Emsian,Frasnian,
Hadrosia,136.35,art,32.29,Hadrosia,extinct,,,,,,,
Hadrotatorhynchus,377.45,art,31.05,Hadrotatorhynchus,extinct,,,,,,,
Hadrotreta,498.75,inart,3.848192771,Hadrotreta,extinct,530,513,513,501,Terreneuvian,Drumian,
Hadyrhyncha,365.55,art,18.09,Hadyrhyncha,extinct,364.7,360.7,364.7,360.7,Famennian,,
Hagabirhynchia,218.25,art,10.395,Hagabirhynchia,extinct,228,215.56,208.5,201.3,Norian,Rhaetian,
Hallinetes,390.5,art,10.44,Hallinetes,extinct,393.3,387.7,387.7,382.7,Middle Devonian,,
Halorella,218.25,art,42.1,Halorella,extinct,242,228,208.5,201.3,Ladinian,Late Triassic,
Halorelloidea,218.25,art,23.13,Halorelloidea,extinct,237,228,212,205.6,Carnian,Late Triassic,
Hamburgia,327.05,art,15.75,Hamburgia,extinct,358.9,353.8,330.9,323.2,Mississippian,,
Hamlingella,365.55,art,40.32,Hamlingella,extinct,372.2,360.7,364.7,358.9,Famennian,,
Hamptonina,164.8,art,5.373333333,Hamptonina,extinct,164.7,161.2,164.7,161.2,Callovian,Oxfordian,
Harjumena,449.1,inart,43.78,Harjumena,extinct,452,449.5,452,445.6,Katian,,
Harknessella,455.7,art,29.01,Harknessella,extinct,466,463.5,449.5,445.6,Darriwilian,Katian,
Harmatosia,96.9,art,28.3,Harmatosia,extinct,105.3,99.6,105.3,99.6,Albian,Cenomanian,
Harpidium,424.3,art,51.5,Harpidium,extinct,443.4,438.5,427.4,419.2,Silurian,,
Harttella,327.05,art,7.09,Harttella,extinct,336,326.4,336,326.4,Visean,Serpukhovian,
Havlicekia,400.45,art,60.45,Havlicekia,extinct,430.5,427.4,407.6,391.9,Homerian,Eifelian,
Haydenella,257.05,art,20.37,Haydenella,extinct,303.7,298.9,252.17,251.3,Gzhelian,Induan,
Haymina,468.65,inart,28.17,Haymina,extinct,466,460.9,466,460.9,Darriwilian,,
Hebetoechia,400.45,art,16.32962963,Hebetoechia,extinct,427.4,425.6,410.8,407.6,Ludlow,Pragian,
Hedeina,390.5,art,22.85,Hedeina,extinct,443.4,433.4,416,391.9,Silurian,Eifelian,minor ribbing
Hedeinopsis,424.3,art,22.48,Hedeinopsis,extinct,,,,,,,
Hedstroemina,449.1,art,23.65,Hedstroemina,extinct,470,467.3,445.2,443.4,Middle Ordovician,Late Ordovician,minor ribbing
Heimia,169.3,art,20.82,Heimia,extinct,171.6,168.4,166.1,157.3,Middle Jurassic,Oxfordian,
Helenathyris,409.2,art,10.005,Helenathyris,extinct,,,,,,,
Heligothyris,91.55,art,17.05,Heligothyris,extinct,,,,,,,
Heliomedusa,525,inart,23.26,Heliomedusa,extinct,520,516,516,513,Stage 3,Stage 4,
Helmersenia,473.85,inart,3.673493976,Helmersenia,extinct,497,485.4,453,445.2,Furongian,Katian,
Helvetella,131.15,art,17.48,Helvetella,extinct,132.9,125,132.9,125,Hauterivian,Barremian,
Hemileurus,292.8,art,11.49,Hemileurus,extinct,315.2,307,279.3,272.3,Moscovian,Cisuralian,
Hemiplethorhynchus,338.8,art,20.54,Hemiplethorhynchus,extinct,358.9,353.8,323.2,315.2,Mississippian,Bashkirian,
Hemipronites,468.65,art,9.584444444,Hemipronites,extinct,485.4,477.7,466,458.4,Early Ordovician,Middle Ordovician,
Hemithiris,0.01,art,20.04,Hemithiris,extant,56,47.8,0.0117,0,Eocene,Holocene,
Hemithyropsis,69.05,art,8.885,Hemithyropsis,extinct,,,,,,,
Hemitoechia,415,art,14.14,Hemitoechia,extinct,433.4,427.4,419.2,410.8,Wenlock,Lochkovian,
Herangirhynchia,172.2,art,10.86,Herangirhynchia,extinct,205.6,201.6,174.1,161.2,Rhaetian,Oxfordian,
Hercosestria,270.55,art,31.66,Hercosestria,extinct,279.3,272.3,268.8,265.1,Kungurian,Wordian,
Hercosia,275.8,art,22.33,Hercosia,extinct,290.1,279.3,259.9,254.17,Artinskian,Wuchiapingian,
Hercostrophia,377.45,art,12.655,Hercostrophia,extinct,387.7,382.7,387.7,382.7,Givetian,,
Hercothyris,0.01,art,20.63,Hercothyris,extant,56,33.9,56,33.9,Eocene,,
Hercotrema,415,art,11.95666667,Hercotrema,extant,440.8,438.5,426.2,425.4,Aeronian,Ludlow,
Hesperinia,449.1,art,7.196666667,Hesperinia,extinct,477.7,467.3,466,458.4,Floian,Middle Ordovician,
Hesperithyris,186.75,art,33.12,Hesperithyris,extinct,199.3,190.8,189.6,182.7,Sinemurian,Pliensbachian,
Hesperomena,468.65,art,13.63333333,Hesperomena,extinct,471.8,458.4,467.3,457.5,Floian,Sandbian,
Hesperonomia,462.85,art,12.61,Hesperonomia,extinct,488.3,477.7,471.8,457.5,Stage 10,Sandbian,minor ribbing
Hesperorthis,424.3,art,18.39333333,Hesperorthis,extinct,488.3,471.8,421.3,419.2,Stage 10,Silurian,
Hesperosia,106.75,art,17.97,Hesperosia,extinct,109,105.3,109,105.3,Albian,,
Hesperotrophia,473.85,art,10.415,Hesperotrophia,extinct,485.4,471.8,485.4,471.8,Tremadocian,Early Ordovician,
Hessenhausia,385.2,art,74.76,Hessenhausia,extinct,,,,,,,
Heteralosia,301.3,art,16.355,Heteralosia,extinct,393.3,382.7,254.17,252.17,Middle Devonian,Permian,
Heteraria,262.5,art,24.88,Heteraria,extinct,323.2,307,279.3,272.3,Pennsylvanian,Cisuralian,
Heterelasma,257.05,art,13.06,Heterelasma,extinct,290.1,279.3,251.3,247.2,Artinskian,Early Triassic,
Heterobrochus,154.7,art,31.81,Heterobrochus,extinct,157.3,152.1,157.3,152.1,Kimmeridgian,,
Heteromena,468.65,art,20.36,Heteromena,extinct,467.3,458.4,467.3,458.4,Darriwilian,,
Heteromychus,164.8,art,39.73,Heteromychus,extinct,168.3,166.1,164.7,161.2,Bathonian,Oxfordian,
Heterorthella,424.3,art,21.96666667,Heterorthella,extinct,445.2,440.8,427.4,423,Hirnantian,Ludlow,minor ribbing
Heterorthina,428.95,art,18.58,Heterorthina,extinct,470,460.9,438.5,433.4,Middle Ordovician,Llandovery,minor ribbing
Heterorthis,455.7,art,29.41333333,Heterorthis,extinct,463.5,460.9,449.5,443.4,Darriwilian,Late Ordovician,minor ribbing
Hibernodonta,455.7,art,8.655,Hibernodonta,extinct,457.5,455.8,453,445.2,Sandbian,Katian,
Himathyris,275.8,art,61.15,Himathyris,extinct,298.9,290.1,259.9,252.17,Permian,,
Hindella,435.95,art,17.79333333,Hindella,extinct,455.8,445.6,423,419.2,Late Ordovician,Silurian,
Hingganoleptaena,449.1,art,8.423333333,Hingganoleptaena,extinct,,,,,,,
Hipparionix,409.2,art,50.48,Hipparionix,extinct,410.8,407.6,410.8,407.6,Pragian,,
Hirnantia,428.95,art,22.645,Hirnantia,extinct,460.9,455.8,433.4,430.5,Darriwilian,Sheinwoodian,minor ribbing
Hirsutella,238.5,art,16.75,Hirsutella,extant,251.3,247.2,232,221.5,Early Triassic,Norian,
Hiscobeccus,449.1,art,20.21333333,Hiscobeccus,extinct,460.9,449.5,449.5,443.4,Darriwilian,Late Ordovician,"minor folds, major ribbing"
Hisingerella,449.1,inart,1.592307692,Hisingerella,extinct,478.6,471.8,449.5,443.7,Early Ordovician,Late Ordovician,
Hispanirhynchia,51.9,art,19.12,Hispanirhynchia,extant,56,47.8,56,47.8,Ypresian,,
Hispidaria,365.55,art,16.74,Hispidaria,extinct,372.2,358.9,372.2,358.9,Famennian,,
Holcorhynchella,186.75,art,8.225,Holcorhynchella,extinct,247.2,242,242,221.5,Middle Triassic,Norian,
Holcorhynchia,167.2,art,10.035,Holcorhynchia,extinct,247.2,242,168.3,166.1,Middle Triassic,Bathonian,
Holcothyris,167.2,art,27.69,Holcothyris,extinct,247.2,242,157.3,145,Middle Triassic,Jurassic,
Hollardiella,390.5,art,6.17,Hollardiella,extinct,,,,,,,
Hollardina,415,art,36.35,Hollardina,extinct,419.2,410.8,410.8,407.6,Lochkovian,Pragian,
Holorhynchus,435.95,art,58.37,Holorhynchus,extinct,455.8,445.6,445.2,443.4,Late Ordovician,Hirnantian,
Holosia,262.5,art,11.77,Holosia,extinct,298.9,295.5,265.1,259.9,Cisuralian,Guadalupian,
Holotricharina,284.7,art,14.93,Holotricharina,extinct,279.3,272.3,272.3,268.8,Kungurian,Roadian,
Holtedahlina,435.95,art,26.27333333,Holtedahlina,extinct,460.9,452,445.2,433.4,Darriwilian,Llandovery,minor ribbing
Holynatrypa,390.5,art,6.607272727,Holynatrypa,extinct,419.2,393.3,393.3,387.7,Early Devonian,Eifelian,
Holynetes,385.2,art,6.418461539,Holynetes,extinct,409.1,402.5,388.1,383.7,Pragian,Middle Devonian,
Homaletarhynchia,69.05,inart,20.57754011,Homaletarhynchia,extinct,86.3,83.6,70.6,66,Santonian,Maastrichtian,
Homaliarhynchia,167.2,art,11.10666667,Homaliarhynchia,extinct,,,,,,,
Homoeorhynchia,169.3,art,23,Homoeorhynchia,extinct,247.2,242,132.9,129.4,Middle Triassic,Hauterivian,
Homoeospira,415,art,21.03333333,Homoeospira,extinct,445.2,443.4,410.8,407.6,Hirnantian,Pragian,minor ribbing
Homoeospirella,428.95,art,23.8,Homoeospirella,extinct,443.4,440.8,410.8,407.6,Silurian,Pragian,
Hontorialosia,311.1,art,9.225714286,Hontorialosia,extinct,,,,,,,
Horderleyella,449.1,art,17.91,Horderleyella,extinct,470,467.3,445.2,443.4,Middle Ordovician,Late Ordovician,"minor folds, minor ribbing"
Horridonia,262.5,art,38.47,Horridonia,extinct,303.7,298.9,254.17,252.17,Gzhelian,Permian,
Hostimex,424.3,art,8.943478261,Hostimex,extinct,430.5,427.4,427.4,425.6,Homerian,Gorstian,
Howellella,400.45,art,6.06,Howellella,extinct,443.4,438.5,382.4,379.5,Silurian,Frasnian,
Howellites,435.95,art,10.588,Howellites,extinct,466,460.9,410.8,407.6,Darriwilian,Pragian,minor ribbing
Howelloidea,400.45,art,28.81,Howelloidea,extinct,,,,,,,
Howittia,400.45,art,18.75,Howittia,extinct,419.2,410.8,388.1,383.7,Early Devonian,Middle Devonian,
Huacoella,468.65,art,25.03333333,Huacoella,extinct,478.6,466,478.6,466,Early Ordovician,Middle Ordovician,
Huananochonetes,400.45,art,11.44666667,Huananochonetes,extinct,409.1,402.5,407.6,393.3,Pragian,Emsian,
Huatangia,253.2,art,28.99,Huatangia,extinct,254.17,252.17,254.17,252.17,Changhsingian,,
Huenella,481.55,art,8.27,Huenella,extinct,513,498.5,485.4,478.6,Stage 4,Tremadocian,
Huenellina,487.45,art,14.07666667,Huenellina,extinct,498.5,494,498.5,494,Guzhangian,Paibian,
Hulterstadia,449.1,art,4.865,Hulterstadia,extinct,452,445.6,452,445.6,Katian,,
Hunanoproductus,352.8,art,28.67,Hunanoproductus,extinct,,,,,,,
Hungarispira,231.5,art,5.81,Hungarispira,extinct,237,228,221.5,215.56,Carnian,Norian,
Hungaritheca,231.5,art,9.016666667,Hungaritheca,extinct,237,232,232,221.5,Carnian,Norian,
Hustedia,253.2,art,14.695,Hustedia,extinct,358.9,353.8,199.3,182.7,Carboniferous,Pliensbachian,
Hustedtiella,249.2,art,8.525,Hustedtiella,extinct,251.3,247.2,251.2,247.2,Early Triassic,Olenekian,
Hyattidina,415,art,16.045,Hyattidina,extinct,460.9,449.5,423,419.2,Darriwilian,Silurian,minor folds
Hyborhynchella,377.45,art,17.75,Hyborhynchella,extinct,382.7,372.2,382.7,372.2,Frasnian,,
Hybostenoscisma,253.2,art,13.1,Hybostenoscisma,extinct,272.3,268.8,254.17,252.17,Guadalupian,Lopingian,
Hyperobolus,468.65,inart,28.26875,Hyperobolus,extinct,485.4,477.7,484.5,471.8,Tremadocian,Early Ordovician,
Hypopsia,297.2,art,17.06666667,Hypopsia,extinct,298.9,295.5,298.9,295.5,Asselian,,
Hypothyridina,365.55,art,25.72,Hypothyridina,extinct,443.4,419.2,376.1,370.6,Silurian,Devonian,
Hypselonetes,421.1,art,7.075,Hypselonetes,extinct,,,,,,,
Hypsomyonia,377.45,art,2.764,Hypsomyonia,extinct,409.1,402.5,376.1,370.6,Pragian,Late Devonian,
